채용공고명,포지션 상세,주요 업무,자격 요건,우대사항,혜택 및 복지,채용 전형,태그,마감일,면접리뷰,회사위치,회사명
Reinforcement Learning Engineer(전문연구요원 가능),"*전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.

◆ Better than Yesterday ◆

플라잎과 함께 아이언맨의 자비스를 만들고 싶다면 저희와 함께 하세요!
우리는 Deep Learning & Reinforcement Learning 기술을 통해 산업용 로봇이 조금 더 스마트하게 일할 수 있도록 만듭니다.
인공지능이 마침내 적용되어야 할 곳은 로봇이지만, 아직 세계적으로 이루어낸 곳이 없고 국내에서는 도전하고 있는 기업도 없습니다.
플라잎은 여기에 도전하고 있습니다.
사람의 단순 반복적인 일은 플라잎의 AI솔루션이 하고 사람은 좀 더 가치 있는 일을 할 수 있게 만들 것입니다.
엔지니어가 꿈꾸는 직장을 만들고, 하고 싶은 일을 할 수 있게 하는 회사를 만들고 있습니다.
우리는 이 분야의 국가 대표가 될 것이고 세계와 어깨를 나란히 하는 기업이 될 것입니다.

◆ CEO 인터뷰 ◆
세계 로봇 대회 우승자가 만든 AI 스타트업 :","[기대하는 역할입니다]
• Dual-arm robot control using reinforcement learning
    - Robot behavior generator
    - Fastening various connectors and devices
    - Assembling various objects
• Reinforcement learning training simulation 개발
• Robot operation system 개발","[기대하는 역할입니다]
• Dual-arm robot control using reinforcement learning
    - Robot behavior generator
    - Fastening various connectors and devices
    - Assembling various objects
• Reinforcement learning training simulation 개발
• Robot operation system 개발","[이런 분이면 더 좋아요]
• 해당 분야 석사/박사 학위 혹은 3년 이상의 경력을 갖춘 분
• Imitation Learning, Offline Learning에 대한 깊은 이해 및 경험이 있으신분
• 실제 Manipulator를 사용한 강화학습 프로젝트 진행 경험이 있으신 분
• Robotics에 대한 이해 및 경험이 있으신 분
• ROS2, Isaac sim 개발 경험이 있으신 분","◆ 기타 사항 ◆
• 급여 : 개인의 역량에 따라 협의  *인센티브
• 채용 형태 : 정규직 *수습 기간 3개월 후 전환 심사. 수습 기간 中 연봉 100% 지급
• 근무 장소 : 경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 604-1호, 901호 / 우: 13494


◆ 채용 절차 ◆
1. 서류 전형 (이력서, 자기소개서, 포트폴리오 등)
2. 면접 및 컬처핏 면접 동시 진행 (1~2시간 소요 예정)
3. 최종 합격 및 처우 협의
※서류는 자율 형식 (양식 및 분량 무관)입니다. 압축하지 말고 URL 또는 PDF 형식으로 제출해 주세요


◆ 혜택 및 복지 ◆

[조직 문화]
• 플라이퍼는 "" ~님""이라는 호칭을 사용해 서로를 존중해요.
• 우리는 불필요한 회의를 최소화하고 오로지 업무에 집중할 수 있는 환경을 선호해요.
• 어떤 고민이 있을 시 리더 혹은 CEO와 언제든 자유롭게 1:1 미팅을 할 수 있어요.
• 의무적 회식은 그만! 누구든지 자유롭게 참여할 수 있는 회식 문화에요.
• 우리는 성과에 따른 합당한 인센티브를 제공해 드립니다. 
• 새로운 도전을 하다 실패하더라도 의미 있는 실패는 당연히 인센티브를 지급해 드려요

[근무 환경]
• 제일 핫한 장소인 신분당선 판교역에서 10분 거리인 ""유스페이스""에서 일해요.
• 10시 이전, 4시 이후 자율 출/퇴근을 지향하고 있어요.
• 점심시간이 30분 늘었어요! 1시간 30분 동안 에너지를 재충전하고 활기차게 오후 업무를 시작해요.
• 별도의 승인 없이 연차, 반차, 보건휴가(무급), 비상 휴가 등 자유롭게 사용 가능해요.
• 효율적인 업무 진행을 위해 장비(랩톱, 데스크톱, 맥북, 모니터 등) 및 소프트웨어 등 지원을 아낌없이 지원해 드려요.

[복지 환경]
• 개인의 성장과 업무 역량 향상을 위한 교육비, 도서구입비 등 자기계발비를 지원해 드려요.
• 생일을 맞이한 플라이퍼는 생일 케이크도 받고 조기 퇴근도 할 수 있어요.
• 원하는 음료 및 간식이 무제한으로 구비되어 있어요.
• 늦게까지 열심히 일하시는 플라이퍼들을 위한 야근 식비 및 야근 교통비를 지원해 드려요.
• 가족들과 함께 풍성한 날을 위한 명절 선물을 지원해 드려요.
• 장기근속자분들에게는 리프레시 휴가를 제공해 드리고 있습니다.
• 플라이퍼를 위한 특별한 종합 건강 검진 프로그램을 지원해드립니다.",,"유망산업, 자기계발지원, 식대지원, 보너스, 커피·스낵바, 50명이하, 설립4~9년, AI 선도 기업, 경기도 우수 중소기업, 전문연구요원",상시채용,"결과 중심 질문, 천천히 기다려준 편",경기 성남시,플라잎
Technical Project Manager,"* 베이글코드를 소개합니다.
베이글코드는 글로벌 시장을 무대로 빠르게 성장하고 있는 모바일 게임 기업입니다.
베이글코드는 '글로벌, 성장, 즐거움'라는 키워드를 가지고 전 세계 사람들이 즐길 수 있는 모바일 게임을 개발하고 운영하고 있습니다. 2012년 창업 초기 때부터 현재까지 글로벌 시장에서 쌓아 온 탄탄한 데이터, AI 기술, 마케팅 역량을 바탕으로 최상의 게임 서비스를 제공하고 있습니다.
전 세계 5,000만 명이 즐기고 있는 베이글코드의 대표작으로는 클럽 베가스, 캐시 빌리어네어, 잭팟 매드니스 등이 있습니다. 특히, 클럽 베가스는 소셜카지노 평균 플레이 시간 1위를 자랑하며 2022년 미국 안드로이드 전체 매출 TOP 100에 진입하기도 했습니다. 현재 베이글코드는 소셜카지노 분야 성공 경험을 기반으로 장르 다각화를 위해 국내외 세계 곳곳에서 캐주얼 게임을 개발하고 있습니다.
베이글코드는 한국, 베트남, 이스라엘, 우크라이나에 오피스가 있고, 이 외에도 다양한 국적의 인재들이 함께 하고 있습니다. 다른 문화, 언어, 배경의 동료를 존중하며 공동의 목표를 달성하기 위해 협업합니다.
베이글코드의 2023년 매출액은 1,062억 원으로 최근 5년간 연평균 60% 고속 성장을 기록했습니다. 베이글코드는 우리의 업무가 즐거워야만 우리의 게임이 즐겁게 플레이 될 수 있다고 믿고 있습니다. 글로벌 유수의 인재들과 함께 협업할 수 있고, 더 많은 가치를 만들며 즐겁게 성장할 수 있는 베이글코드에 탑승하세요.

※ CEO Interview 영상을 통해 베이글코드에 더욱 자세히 알아보세요! -＞","* 이런 일을 함께하고 싶습니다.
• 기술 프로젝트의 전체 라이프사이클을 관리하며 팀 내 리더들과 긴밀히 협업하면서 일정과 예산 내에서 목표를 달성 서포트
• 데이터 엔지니어, 데이터 사이언티스트, AI 엔지니어 등과 협력하여 데이터와 AI 관련 프로젝트 수행
• 이해관계자들과 소통하며 요구사항을 수집하고 이를 구체적인 작업으로 전환
• 상세한 프로젝트 일정표를 개발하고, 진행 상황을 추적하며 필요 시 계획 조정
• 프로젝트 결과물의 기술적 품질을 보장하기 위해 철저한 계획과 품질 검토
• 프로젝트와 관련된 위험 요소를 식별하고 대응 전략 수립
• 간단한 데이터 분석을 통해 프로젝트의 개선점을 찾아내고 제안
• 사내외 다양한 팀과의 협업을 통해 원활한 프로젝트 진행 보장","* 이런 일을 함께하고 싶습니다.
• 기술 프로젝트의 전체 라이프사이클을 관리하며 팀 내 리더들과 긴밀히 협업하면서 일정과 예산 내에서 목표를 달성 서포트
• 데이터 엔지니어, 데이터 사이언티스트, AI 엔지니어 등과 협력하여 데이터와 AI 관련 프로젝트 수행
• 이해관계자들과 소통하며 요구사항을 수집하고 이를 구체적인 작업으로 전환
• 상세한 프로젝트 일정표를 개발하고, 진행 상황을 추적하며 필요 시 계획 조정
• 프로젝트 결과물의 기술적 품질을 보장하기 위해 철저한 계획과 품질 검토
• 프로젝트와 관련된 위험 요소를 식별하고 대응 전략 수립
• 간단한 데이터 분석을 통해 프로젝트의 개선점을 찾아내고 제안
• 사내외 다양한 팀과의 협업을 통해 원활한 프로젝트 진행 보장","* 이런 역량을 가지신 분을 우대합니다.
• 복잡한 프로젝트 일정 및 리소스 조정 경험
• 크로스 기능 팀 및 해외 사무소와의 협업 경험
• 비즈니스 요구사항을 기술적 솔루션으로 전환하는 능력","# 사내 영어 강사와 수업 지원
# 업무능력 향상과 자기계발을 위한 교육 및 세미나 지원
# 업무 관련 도서 지원
# 자격증 응시료 지원
# 전세계 12개 지역, 20개 국적 동료와 협업
# 직원 주거 안정을 위한 오피스텔 지원
# 월 회식비 10만원 지원
# 매년 연차 1일 추가 지급
# 아침식사 제공
# 간식 제공
# 시차 출퇴근제
# 명절 선물
# 경조사 지원
# 자녀출산 시 최대 500만 원 지원",서류지원  - 1차 면접 – 2차 CEO 면접 - 처우협의 – 입사,"식대지원, 커피·스낵바, 자기계발지원, 유망산업, 51~300명, AI 선도 기업, 연봉상위6~10%, 인원 급성장, 설립10년이상, 누적투자100억이상",상시채용,"신속 간결한 스타일, 과정 중심 질문, 답변을 유도해 준 편, 자유롭고 편한 환경",서울 강남구,베이글코드(Bagelcode)
Machine Learning Engineer(전문연구요원 가능),"*전문연구요원으로 지원하는 경우, ""전문연구요원 희망"" 문구를 기재해주세요.

◆ Better than Yesterday ◆

플라잎과 함께 아이언맨의 자비스를 만들고 싶다면 저희와 함께 하세요!
우리는 Deep Learning & Reinforcement Learning 기술을 통해 산업용 로봇이 조금 더 스마트하게 일할 수 있도록 만듭니다.
인공지능이 마침내 적용되어야 할 곳은 로봇이지만, 아직 세계적으로 이루어낸 곳이 없고 국내에서는 도전하고 있는 기업도 없습니다.
플라잎은 여기에 도전하고 있습니다.
사람의 단순 반복적인 일은 플라잎의 AI솔루션이 하고 사람은 좀 더 가치 있는 일을 할 수 있게 만들 것입니다.
엔지니어가 꿈꾸는 직장을 만들고, 하고 싶은 일을 할 수 있게 하는 회사를 만들고 있습니다.
우리는 이 분야의 국가 대표가 될 것이고 세계와 어깨를 나란히 하는 기업이 될 것입니다.

◆ CEO 인터뷰 ◆
세계 로봇 대회 우승자가 만든 AI 스타트업 :","[기대하는 역할입니다]
- 사내 AI Vision 팀 및 AI Motion 팀과 협력하여 각 팀들의 작업을 이해하고 필요한 솔루션 제공
- 지속적인 학습이 가능한 시스템 구축
- 다양한 task 를 처리할 수 있는 통합된 단일 모델 개발
- 머신 러닝, 딥러닝 또는 강화 학습 분야의 최신 연구 동향 파악","[기대하는 역할입니다]
- 사내 AI Vision 팀 및 AI Motion 팀과 협력하여 각 팀들의 작업을 이해하고 필요한 솔루션 제공
- 지속적인 학습이 가능한 시스템 구축
- 다양한 task 를 처리할 수 있는 통합된 단일 모델 개발
- 머신 러닝, 딥러닝 또는 강화 학습 분야의 최신 연구 동향 파악","[이런 분이면 더 좋아요]
- Airflow, MLflow, Nvidia TAO toolkit 등을 이용한 MLOps 개발 경험이 있으신 분
- Kubernetes 또는 Docker 개발 경험이 있으신 분
- 머신러닝, 딥 러닝 또는 강화 학습 분야의 논문을 읽고 이해하여 정확하고 빠르게 구현 가능하신 분
- 머신러닝, 딥 러닝 또는 강화 학습 분야의 학회나 저널에 논문 게재 경험이 있으신 분","◆ 기타 사항 ◆
• 급여 : 개인의 역량에 따라 협의  *인센티브
• 채용 형태 : 정규직 *수습 기간 3개월 후 전환 심사. 수습 기간 中 연봉 100% 지급
• 근무 장소 : 경기도 성남시 분당구 대왕판교로 660 유스페이스1 B동 604-1호, 901호 / 우: 13494


◆ 채용 절차 ◆
1. 서류 전형 (이력서, 자기소개서, 포트폴리오 등)
2. 면접 및 컬처핏 면접 동시 진행 (1~2시간 소요 예정)
3. 최종 합격 및 처우 협의
※서류는 자율 형식 (양식 및 분량 무관)입니다. 압축하지 말고 URL 또는 PDF 형식으로 제출해 주세요


◆ 혜택 및 복지 ◆

[조직 문화]
• 플라이퍼는 "" ~님""이라는 호칭을 사용해 서로를 존중해요.
• 우리는 불필요한 회의를 최소화하고 오로지 업무에 집중할 수 있는 환경을 선호해요.
• 어떤 고민이 있을 시 리더 혹은 CEO와 언제든 자유롭게 1:1 미팅을 할 수 있어요.
• 의무적 회식은 그만! 누구든지 자유롭게 참여할 수 있는 회식 문화에요.
• 우리는 성과에 따른 합당한 인센티브를 제공해 드립니다. 
• 새로운 도전을 하다 실패하더라도 의미 있는 실패는 당연히 인센티브를 지급해 드려요

[근무 환경]
• 제일 핫한 장소인 신분당선 판교역에서 10분 거리인 ""유스페이스""에서 일해요.
• 10시 이전, 4시 이후 자율 출/퇴근을 지향하고 있어요.
• 점심시간이 30분 늘었어요! 1시간 30분 동안 에너지를 재충전하고 활기차게 오후 업무를 시작해요.
• 별도의 승인 없이 연차, 반차, 보건휴가(무급), 비상 휴가 등 자유롭게 사용 가능해요.
• 효율적인 업무 진행을 위해 장비(랩톱, 데스크톱, 맥북, 모니터 등) 및 소프트웨어 등 지원을 아낌없이 지원해 드려요.

[복지 환경]
• 개인의 성장과 업무 역량 향상을 위한 교육비, 도서구입비 등 자기계발비를 지원해 드려요.
• 생일을 맞이한 플라이퍼는 생일 케이크도 받고 조기 퇴근도 할 수 있어요.
• 원하는 음료 및 간식이 무제한으로 구비되어 있어요.
• 늦게까지 열심히 일하시는 플라이퍼들을 위한 야근 식비 및 야근 교통비를 지원해 드려요.
• 가족들과 함께 풍성한 날을 위한 명절 선물을 지원해 드려요.
• 장기근속자분들에게는 리프레시 휴가를 제공해 드리고 있습니다.
• 플라이퍼를 위한 특별한 종합 건강 검진 프로그램을 지원해드립니다.",,"유망산업, 자기계발지원, 식대지원, 보너스, 커피·스낵바, 50명이하, 설립4~9년, AI 선도 기업, 경기도 우수 중소기업, 전문연구요원",상시채용,"결과 중심 질문, 천천히 기다려준 편",경기 성남시,플라잎
[개발운영] 시스템 엔지니어,"[누리미디어를 소개합니다]
누리미디어는 한국 대표 학술 콘텐츠 플랫폼 DBpia, 한국학 전문 데이터베이스 KRpia, 학술 연구지원 사업 아카루트를 운영하는 대한민국 업계 1위 전문 지식 콘텐츠 기업입니다.

1997년 설립 이래 지속적인 우상향 성장과 25년 연속 흑자를 기록하고 있으며, 대표 서비스인 디비피아(DBpia)는 400만 편의 독점 원문 콘텐츠를 보유한 국내 1위 학술 서비스로 연 1,600만명의 방문자와 논문 원문 및 메타 정보를 비롯하여 수많은 저자와 이용자 구독기관의 상호작용에 의한 빅데이터를 보유하고 있습니다.

2023년부터 누리미디어는 오랜 시간 쌓아온 빅데이터를 바탕으로 혁신적인 AI 기술을 도입하여, 국내 학술 시장 최초로 생성형 AI 기반으로 한 DBpia AI 채팅 서비스, 학술 연구 및 과제 작성을 위한 AI 주제 추천 서비스 DBpia idea, 한국형 서지 관리 프로그램 Citeasy를 출시를 시작으로 AI와 머신러닝, 빅데이터 분석 등 첨단기술을 활용하여, 대한민국 지식산업을 선도하는 ‘AI 기반 전문지식’ 플랫폼으로 발돋움해 나가고 있습니다.

논문은 더이상 어려운 것이 아닙니다.

전문지식이 대중적으로 소비되는 콘텐츠가 된 지금,
더 찾기 쉽게, 더 읽기 쉽게, 더 쓰기 쉽게, 세상이 더욱 편리하게 지식을 나눌 수 있도록 우리는 오늘도 지식의 경계를 넓혀가고 있습니다.
사회에 이로운 영향을 펼치는 목표에 공감하며 모두가 지식을 나눌 수 있는 세상을 향해 우리가 꿈꾸는 내일을 이뤄나가려 합니다.


[개발운영팀을 소개합니다]
저희 개발운영팀은 내부와 외부 서비스 인프라의 구축과 운영을 책임지며, 안정적인 관리에 중점을 두고 있습니다. 현재 AWS 클라우드 운영은 개발자가 DevOps를 담당하고 있으며, 내부 인프라 관리와 SE 업무는 보안 담당자가 수행하고 있습니다. AI 기반 논문 콘텐츠 서비스의 안정성 확보와 보안 강화를 위해 노력하는 동시에, 클라우드 환경에서는 지속적인 개선에 주력하고 있습니다. 특히, 서비스 확장에 따라 AWS 클라우드의 관리 역량을 강화하고 그 활용을 극대화하는 데 중점을 두고 있습니다.

목표와 도전 과제
-시스템 엔지니어로서 해결해야 할 주요 과제는 빠르게 변화하는 서비스 요구에 맞춰 인프라를 안정적으로 운영하고 확장하는 것입니다.
-현재 개발자가 AWS 클라우드 운영을 담당하고 있어, 이를 전문적으로 관리하여 개발팀이 본연의 개발 업무에 집중할 수 있는 환경을 조성하는 것이 중요합니다.
클라우드와 내부 인프라의 운영 효율성을 높이고, 서비스 확장에 따른 안정성을 유지하는 것이 필수적입니다.
특히, 개발자와 협업하여 AI 기술을 지원하는 백엔드 인프라를 지속적으로 개선하고, 클라우드 환경에서의 최적화된 운영을 통해 서비스 품질을 극대화하는 것이 주요 도전 과제입니다.

커리어적 성장
-시스템 엔지니어로서 저희 팀에 합류하면 AWS 클라우드 및 내부 인프라 운영 경험을 동시에 쌓을 수 있으며, 개발자와 협업하여 AI 기술이 적용된 백엔드 인프라의 개선과 운영에 참여할 수 있습니다.
클라우드 환경에서의 운영 자동화 및 최적화 경험을 쌓고, 서비스 확장에 따른 인프라 설계 및 관리 능력을 키우는 기회가 주어집니다.
-다양한 기술 스택을 다루며 인프라 전문가로서 성장할 수 있을 뿐만 아니라, 개발팀과의 긴밀한 협력을 통해 개발-운영 간의 시너지를 경험할 수 있습니다.

기대하는 점
-AWS 클라우드 인프라 운영 경험이 풍부하고, 개발자와 협업하여 백엔드 인프라의 안정성과 성능을 지속적으로 개선할 수 있는 인재를 찾고 있습니다.
-빠르게 변화하는 서비스 요구를 해결하기 위해 적극적으로 문제를 분석하고 대응할 수 있는 능력이 필요하며, 특히 인프라 운영의 효율성을 높이는 데 열정이 있는 분을 기대합니다.
-또한, 내외부 인프라 관제 업체와 원활하게 소통하며, 이를 효과적으로 관리하여 인프라 운영의 안정성과 연속성을 보장할 수 있는 능력을 갖춘 분을 찾고 있습니다.
기술적 도전과 성장에 대한 열정을 가지고 있으며, 팀과의 소통과 협업을 통해 최상의 성과를 이끌어낼 수 있는 분과 함께하고 싶습니다.","ㆍ사내 소프트웨어(S/W), 하드웨어(H/W), 그리고 라이선스를 관리합니다.
ㆍ외부 관제 업체를 관리하며, 서비스 연속성을 보장합니다.
ㆍ서비스 인프라를 설계하고 구축하며, 유지보수를 담당합니다.
ㆍ사내 시스템의 안정적인 운영을 위해 보안 및 모니터링 체계를 구축합니다.
ㆍ효율적인 인프라 운영을 위해 자동화 스크립트를 개발하고 배포합니다.
ㆍAI 기술 기반의 서비스를 지원하기 위한 백엔드 인프라를 지원합니다.
사내 인프라 계정 관리를 수행합니다.","ㆍ사내 소프트웨어(S/W), 하드웨어(H/W), 그리고 라이선스를 관리합니다.
ㆍ외부 관제 업체를 관리하며, 서비스 연속성을 보장합니다.
ㆍ서비스 인프라를 설계하고 구축하며, 유지보수를 담당합니다.
ㆍ사내 시스템의 안정적인 운영을 위해 보안 및 모니터링 체계를 구축합니다.
ㆍ효율적인 인프라 운영을 위해 자동화 스크립트를 개발하고 배포합니다.
ㆍAI 기술 기반의 서비스를 지원하기 위한 백엔드 인프라를 지원합니다.
사내 인프라 계정 관리를 수행합니다.","ㆍ다양한 오픈 소스 기반 플랫폼 운영 경험을 보유하신 분
ㆍMSA(Microservices Architecture), 컨테이너(Kubernetes, Docker) 기반 인프라 운영 경험을 보유하신 분
ㆍDevOps 관련 도구 및 프로세스(Jenkins, Ansible 등) 운영 경험을 보유하신 분
ㆍ대규모 트래픽 처리 경험 및 문제 해결 능력을 보유하신 분
ㆍ시스템 이관 및 개선 프로젝트 경험이 있으신 분","업무에 더욱 몰입할 수 있도록,
• 회사 인근 아파트에 임직원 숙소를 제공합니다.
• 최대 2개월 휴가와 2천만원의 장기근속 포상을 제공합니다.
• 최대 1억원 무이자 사내 대출을 지원합니다.
• 단체 해외 연수의 기회를 제공합니다.
• 성과급과 우수직원 감사 포상을 제공합니다.
• 월 20만원 중식대를 제공합니다.
• 조식과 간식, 음료, 커피를 상시 제공합니다.
• 시차 출퇴근 및 재택근무 제도를 운영합니다.
• 회사 인근 카페 근무를 지원합니다.
• 생일날 꽃다발과 상품권을 지급합니다.
• 사내 동호회를 지원합니다.
• 사옥 주차장을 제공합니다.

소중한 가족을 챙길 수 있도록,
• 회사 제휴 휴양 시설을 지원합니다.
• 자녀의 고등학교, 대학교 학자금 연 최대 1천만원을 지원합니다.
• 설, 추석 명절에 한우와 50만원을 제공합니다.
• 가족 기념일날 20만원의 식사비를 지원합니다.
• 2시간 단위 휴가 사용이 가능합니다.
• 이사 비용을 지원합니다.
• 경조사를 지원합니다.

항상 건강한 미소를 지을 수 있도록,
• 연 최대 530만원의 의료비를 지원합니다.
• 본인과 가족의 건강검진비를 지원합니다.
• 전문 정신건강의학과 심리 상담을 지원합니다.
• 독감 예방접종을 지원합니다.

지속적으로 발전할 수 있도록,
• 체력 단련비를 지원합니다.
• 어학 교육비를 지원합니다.
• 직무 교육비를 지원합니다.
• 도서 구입비를 지원합니다.
• 최대 500만원의 인재 추천금을 지급합니다.","[채용 프로세스]
서류전형 - 1차 면접 - 인성검사(온라인) -  2차면접(5분 내외 발표 포함) - 처우협의 - 최종합격
* 인성검사는 합격/불합격이 존재하지 않으며 면접의 참고자료로만 활용됩니다.
* 경력 채용의 2차면접 발표주제는 사전에 고지되며 2차 면접 발표는 면접 전 자리에 앉은채 진행합니다.
* 세부 절차는 일부 변경될 수 있으며, 일부 직무의 경우 레퍼런스 체크가 진행될 수 있습니다.
* 신체정보 및 가족관계, 혼인여부 등 민감한 정보는 제외하여 지원 바랍니다.
* 등록장애인 및 보훈대상자 등 취업 보호 대상자는 관련 법령에 따라 우대합니다.
* 해외여행에 결격사유 및 입사지원서 내용이 허위로 판명될 시, 입사가 취소될 수 있습니다.
* 경력직 채용은 수시 채용으로, 채용 완료 시 공고가 마감됩니다.

[근무조건]
• 근무 형태 : 정규직 (*3개월 수습기간, 급여 100%)
• 연봉 : 최종 합격 후 협의

※저희를 향한 소중한 노력에 보답하기 위해 면접비를 지급해 드려요.
 - 신입 : 서울/경기 5만원, 서울/경기 외 10만원
 - 경력 : 10만원
 *면접비는 면접 참석 시마다 지급됩니다.","식대지원, 어린이돌봄, 의료비지원, 커피·스낵바, 자기계발지원, 건강검진지원, 사내동호회, 연봉상위11~20%, 50명이하, 설립4~9년, 보너스, 참 괜찮은 중소기업, 인원 급성장, 재택근무",상시채용,"여유 있는 속도감, 과정 중심 질문, 친절/따뜻한 스타일, 집중하기 좋은 환경",서울 마포구,누리미디어(DBpia)
랭체인 기반 애플리케이션 개발자,"NICE지니데이타는 국내 최대 정보회사인 NICE평가정보의 100% 자회사이며, 시장분석정보 및 컨설팅서비스를 제공하는 전문 빅데이터 컨설팅 기업입니다. 데이터의 표면적 가치가 아닌 잠재적 가치를 고려하여 데이터를 선별하며, 공공, 금융, 유통, 제조 등 다양한 기업고객에게 시장 트렌드 및 고객분석을 위한 마케팅 데이터와 컨설팅 서비스를 제공합니다. 또한, 개인(사업자)의 성공 창업을 위한 상권정보, 외식업 CEO 교육 등 다양한 솔루션도 제공합니다.","· 랭체인을 활용한 대규모 언어 모델(LLM) 기반 애플리케이션 아키텍쳐 설계 및 개발
· 서비스 발굴을 위한 MVP(Minimum Viable Product) 개발
· AI 모델의 성능 최적화 및 fine-tuning","· 랭체인을 활용한 대규모 언어 모델(LLM) 기반 애플리케이션 아키텍쳐 설계 및 개발
· 서비스 발굴을 위한 MVP(Minimum Viable Product) 개발
· AI 모델의 성능 최적화 및 fine-tuning","· 대용량 서비스 개발 경험
·  머신러닝, 딥러닝 관련 프로젝트 경험
·  Docker, Kubernetes 등 컨테이너 기술 활용 능력
·  AWS, GCP, Azure 등 클라우드 플랫폼 사용 경험
· 애자일(Agile)개발 방법론 경험","ㆍ4대보험, 퇴직금, 연차수당, 야근수당
ㆍ건강검진, 각종경조사비, 단체상해보험, 복지카드
ㆍ신규입사자교육, 자격증취득비지원, 교육비지원
ㆍ연차, 경조휴가제, 반차, 근로자의날 휴무, 패밀리데이(매주 금요일 5시 퇴근), 체력단련 유급휴가 7일
ㆍ자유복장, 수평적 조직문화, 자유로운 연차사용","서류전형- 1차면접- 2차(임원)면접- 채용검진- 최종합격

-채용형태: 정규직","Git, Python, AWS",,,서울 영등포구,나이스지니데이타
UX디자인부 퍼블리셔(3~7년),"안녕하세요. 아시아경제 경영지원실 인사팀 채용담당자입니다
아시아경제는 디지털이 강한 경제미디어로서 온/오프라인 뉴스 컨텐츠를 제공하는 언론사입니다.
사원수 270명 규모로 충무로역(4호선)과 을지로3가역(2호선) 중간에 위치하고 있으며, 언론사 특유의 보수적인 분위기가 아닌 빠르게 변화하고, 개방적이고, 협업하는 문화를 가진 언론사입니다.

IT본부에서 UX디자인부 퍼블리셔를 모집하고 있으니 많은 관심과 추천, 지원 부탁드립니다. 감사합니다.","[아시아경제 전체 서비스 반응형 구축 퍼블리싱]

*CSS, jQuery 블록화 및 컴포넌트 생성을 통한 업무 효율성 증진 및 운영
*반응형웹 능숙자로 원할하고 능동적인 부서 내 협업 문화 만들기

**퍼블리셔로서 기획, 디자인은 물론 개발자와의 원활한 커뮤니케이션, 유연한 사고, 협업을 통한 확장성 마인드를 기반으로 하는 직무입니다.
사람을 존중하고 다양한 의견을 수용하는 자세, 부서원 및 유관부서와의 소통능력을 가진 지원자를 희망합니다.","[아시아경제 전체 서비스 반응형 구축 퍼블리싱]

*CSS, jQuery 블록화 및 컴포넌트 생성을 통한 업무 효율성 증진 및 운영
*반응형웹 능숙자로 원할하고 능동적인 부서 내 협업 문화 만들기

**퍼블리셔로서 기획, 디자인은 물론 개발자와의 원활한 커뮤니케이션, 유연한 사고, 협업을 통한 확장성 마인드를 기반으로 하는 직무입니다.
사람을 존중하고 다양한 의견을 수용하는 자세, 부서원 및 유관부서와의 소통능력을 가진 지원자를 희망합니다.","• 프론트 개발 환경에 익숙한 자(PHP,SVN,git)
• 피그마 활용이 익숙한 자(기획서 및 최종디자인 산출물)
• SEO에 대한 이해 및 최적화 경험자
• 크로스브라우저 호환성문제 및 성능 최적화 경험자
• 퍼블리싱 가이드, 일정관리 등의 문서작성 경험자","[주요 복지사항만 기재]
• 경영성과급(성과별 차등지급), 장기근속 포상, 우수사원 포상
• 사내근로복지기금 운용(여행숙박지원, 경조사비, 자녀학자금, 종합검진 등)
• 선택적 복지포인트 지급(70만원 이상, 복지몰에서 자유롭게 사용 가능)
• 식사제공(e-모바일 식권), 전자도서관 운용, 사내동호회 및 부서별 단합비 지원 
• 단체실손보험(배우자 포함), 회사 휴양시설(리조트) 이용","서류 전형 ＞＞ 서류 합격 발표 및 인성검사 ＞＞ 실무/최종 면접 ＞＞ 입사
• 서류 마감: ~10/31(목) 23:59
• 서류 합격 발표 및 인성검사: 11/1(금)
• 실무 면접: 11/7(목)~11/8(금)
• 최종 면접: 11/14(목)~11/15(금)
• 입사: 11/25(월, 협의 가능)

*지원서 제출 시, 포트폴리오(자유양식)는 필수로 제출 부탁드립니다.
*지원서 제출 시, 본인의 사진 및 출생년도 기재 부탁드립니다.
*당사의 사정에 따라 전형절차 및 일정 등은 변경될 수 있습니다.","사내동호회, 보너스, 복지포인트",2024.10.31,"여유 있는 속도감, 결과 중심 질문, 천천히 기다려준 편, 집중하기 좋은 환경",서울 중구,아시아경제
